TOP.6287f2bf.000e598e	START
TOP.62a3963e.0000c3c8	user_options->hash_info	0
TOP.62a3963e.0000c3c8	user_options->force	0
TOP.62a3963e.0000c3c8	user_options->hwmon_disable	0
TOP.62a3963e.0000c3c8	user_options->hwmon_temp_abort	90
TOP.62a3963e.0000c3c8	user_options->hash_mode	22000
TOP.62a3963e.0000c3c8	user_options->hex_charset	0
TOP.62a3963e.0000c3c8	user_options->hex_salt	0
TOP.62a3963e.0000c3c8	user_options->hex_wordlist	0
TOP.62a3963e.0000c3c8	user_options->hook_threads	2
TOP.62a3963e.0000c3c8	user_options->identify	0
TOP.62a3963e.0000c3c8	user_options->increment	0
TOP.62a3963e.0000c3c8	user_options->increment_max	256
TOP.62a3963e.0000c3c8	user_options->increment_min	1
TOP.62a3963e.0000c3c8	user_options->keep_guessing	0
TOP.62a3963e.0000c3c8	user_options->kernel_accel	0
TOP.62a3963e.0000c3c8	user_options->kernel_loops	0
TOP.62a3963e.0000c3c8	user_options->kernel_threads	0
TOP.62a3963e.0000c3c8	user_options->keyspace	0
TOP.62a3963e.0000c3c8	user_options->left	0
TOP.62a3963e.0000c3c8	user_options->logfile_disable	0
TOP.62a3963e.0000c3c8	user_options->loopback	0
TOP.62a3963e.0000c3c8	user_options->machine_readable	0
TOP.62a3963e.0000c3c8	user_options->markov_classic	0
TOP.62a3963e.0000c3c8	user_options->markov_disable	0
TOP.62a3963e.0000c3c8	user_options->markov_inverse	0
TOP.62a3963e.0000c3c8	user_options->markov_threshold	256
TOP.62a3963e.0000c3c8	user_options->multiply_accel_disable	0
TOP.62a3963e.0000c3c8	user_options->backend_info	0
TOP.62a3963e.0000c3c8	user_options->backend_vector_width	0
TOP.62a3963e.0000c3c8	user_options->optimized_kernel_enable	0
TOP.62a3963e.0000c3c8	user_options->outfile_autohex	1
TOP.62a3963e.0000c3c8	user_options->outfile_check_timer	5
TOP.62a3963e.0000c3c8	user_options->outfile_format	3
TOP.62a3963e.0000c3c8	user_options->wordlist_autohex_disable	0
TOP.62a3963e.0000c3c8	user_options->potfile_disable	0
TOP.62a3963e.0000c3c8	user_options->progress_only	0
TOP.62a3963e.0000c3c8	user_options->quiet	0
TOP.62a3963e.0000c3c8	user_options->remove	0
TOP.62a3963e.0000c3c8	user_options->remove_timer	60
TOP.62a3963e.0000c3c8	user_options->restore	0
TOP.62a3963e.0000c3c8	user_options->restore_disable	0
TOP.62a3963e.0000c3c8	user_options->restore_timer	60
TOP.62a3963e.0000c3c8	user_options->rp_files_cnt	0
TOP.62a3963e.0000c3c8	user_options->rp_gen	0
TOP.62a3963e.0000c3c8	user_options->rp_gen_func_max	4
TOP.62a3963e.0000c3c8	user_options->rp_gen_func_min	1
TOP.62a3963e.0000c3c8	user_options->rp_gen_seed	0
TOP.62a3963e.0000c3c8	user_options->runtime	0
TOP.62a3963e.0000c3c8	user_options->scrypt_tmto	0
TOP.62a3963e.0000c3c8	user_options->segment_size	33554432
TOP.62a3963e.0000c3c8	user_options->self_test_disable	0
TOP.62a3963e.0000c3c8	user_options->slow_candidates	0
TOP.62a3963e.0000c3c8	user_options->show	0
TOP.62a3963e.0000c3c8	user_options->speed_only	0
TOP.62a3963e.0000c3c8	user_options->spin_damp	0
TOP.62a3963e.0000c3c8	user_options->status	0
TOP.62a3963e.0000c3c8	user_options->status_json	0
TOP.62a3963e.0000c3c8	user_options->status_timer	10
TOP.62a3963e.0000c3c8	user_options->stdout_flag	0
TOP.62a3963e.0000c3c8	user_options->usage	0
TOP.62a3963e.0000c3c8	user_options->username	0
TOP.62a3963e.0000c3c8	user_options->veracrypt_pim_start	485
TOP.62a3963e.0000c3c8	user_options->veracrypt_pim_stop	485
TOP.62a3963e.0000c3c8	user_options->version	0
TOP.62a3963e.0000c3c8	user_options->workload_profile	2
TOP.62a3963e.0000c3c8	user_options->brain_client	0
TOP.62a3963e.0000c3c8	user_options->brain_client_features	2
TOP.62a3963e.0000c3c8	user_options->brain_server	0
TOP.62a3963e.0000c3c8	user_options->brain_server_timer	300
TOP.62a3963e.0000c3c8	user_options->brain_port	6863
TOP.62a3963e.0000c3c8	user_options->brain_session	0
TOP.62a3963e.0000c3c8	hashes->hashfile	gpon.hc22000
TOP.62a3963e.0000c3c8	hashes->hashlist_mode	5
TOP.62a3963e.0000c3c8	hashes->hashlist_format	0
TOP.62a3963e.0000c3c8	hashes->hashes_cnt	0
TOP.62a3963e.0000c3c8	hashes->digests_cnt	1
TOP.62a3963e.0000c3c8	hashes->digests_done	0
TOP.62a3963e.0000c3c8	hashes->salts_cnt	1
TOP.62a3963e.0000c3c8	hashes->salts_done	0
TOP.62a3a374.000d00ad	START
TOP.62a3a374.000d00ad	folder_config->cwd	C:\Users\I3_7350k\Downloads\hashcat-6.2.5
TOP.62a3a374.000d00ad	folder_config->install_dir	.
TOP.62a3a374.000d00ad	folder_config->profile_dir	.
TOP.62a3a374.000d00ad	folder_config->session_dir	.
TOP.62a3a374.000d00ad	folder_config->shared_dir	.
TOP.62a3a374.000d00ad	user_options->encoding_from	utf-8
TOP.62a3a374.000d00ad	user_options->encoding_to	utf-8
TOP.62a3a374.000d00ad	user_options->rule_buf_l	:
TOP.62a3a374.000d00ad	user_options->rule_buf_r	:
TOP.62a3a374.000d00ad	user_options->session	hashcat
TOP.62a3a374.000d00ad	user_options->separator	:
TOP.62a3a374.000d00ad	user_options->limit	0
TOP.62a3a374.000d00ad	user_options->skip	0
TOP.62a3a374.000d00ad	user_options->attack_mode	3
TOP.62a3a374.000d00ad	user_options->benchmark	0
TOP.62a3a374.000d00ad	user_options->benchmark_all	0
TOP.62a3a374.000d00ad	user_options->bitmap_max	18
TOP.62a3a374.000d00ad	user_options->bitmap_min	16
TOP.62a3a374.000d00ad	user_options->debug_mode	0
TOP.62a3a374.000d00ad	user_options->hash_info	0
TOP.62a3a374.000d00ad	user_options->force	0
TOP.62a3a374.000d00ad	user_options->hwmon_disable	0
TOP.62a3a374.000d00ad	user_options->hwmon_temp_abort	90
TOP.62a3a374.000d00ad	user_options->hash_mode	22000
TOP.62a3a374.000d00ad	user_options->hex_charset	0
TOP.62a3a374.000d00ad	user_options->hex_salt	0
TOP.62a3a374.000d00ad	user_options->hex_wordlist	0
TOP.62a3a374.000d00ad	user_options->hook_threads	2
TOP.62a3a374.000d00ad	user_options->identify	0
TOP.62a3a374.000d00ad	user_options->increment	0
TOP.62a3a374.000d00ad	user_options->increment_max	256
TOP.62a3a374.000d00ad	user_options->increment_min	1
TOP.62a3a374.000d00ad	user_options->keep_guessing	0
TOP.62a3a374.000d00ad	user_options->kernel_accel	0
TOP.62a3a374.000d00ad	user_options->kernel_loops	0
TOP.62a3a374.000d00ad	user_options->kernel_threads	0
TOP.62a3a374.000d00ad	user_options->keyspace	0
TOP.62a3a374.000d00ad	user_options->left	0
TOP.62a3a374.000d00ad	user_options->logfile_disable	0
TOP.62a3a374.000d00ad	user_options->loopback	0
TOP.62a3a374.000d00ad	user_options->machine_readable	0
TOP.62a3a374.000d00ad	user_options->markov_classic	0
TOP.62a3a374.000d00ad	user_options->markov_disable	0
TOP.62a3a374.000d00ad	user_options->markov_inverse	0
TOP.62a3a374.000d00ad	user_options->markov_threshold	256
TOP.62a3a374.000d00ad	user_options->multiply_accel_disable	0
TOP.62a3a374.000d00ad	user_options->backend_info	0
TOP.62a3a374.000d00ad	user_options->backend_vector_width	0
TOP.62a3a374.000d00ad	user_options->optimized_kernel_enable	0
TOP.62a3a374.000d00ad	user_options->outfile_autohex	1
TOP.62a3a374.000d00ad	user_options->outfile_check_timer	5
TOP.62a3a374.000d00ad	user_options->outfile_format	3
TOP.62a3a374.000d00ad	user_options->wordlist_autohex_disable	0
TOP.62a3a374.000d00ad	user_options->potfile_disable	0
TOP.62a3a374.000d00ad	user_options->progress_only	0
TOP.62a3a374.000d00ad	user_options->quiet	0
TOP.62a3a374.000d00ad	user_options->remove	0
TOP.62a3a374.000d00ad	user_options->remove_timer	60
TOP.62a3a374.000d00ad	user_options->restore	0
TOP.62a3a374.000d00ad	user_options->restore_disable	0
TOP.62a3a374.000d00ad	user_options->restore_timer	60
TOP.62a3a374.000d00ad	user_options->rp_files_cnt	0
TOP.62a3a374.000d00ad	user_options->rp_gen	0
TOP.62a3a374.000d00ad	user_options->rp_gen_func_max	4
TOP.62a3a374.000d00ad	user_options->rp_gen_func_min	1
TOP.62a3a374.000d00ad	user_options->rp_gen_seed	0
TOP.62a3a374.000d00ad	user_options->runtime	0
TOP.62a3a374.000d00ad	user_options->scrypt_tmto	0
TOP.62a3a374.000d00ad	user_options->segment_size	33554432
TOP.62a3a374.000d00ad	user_options->self_test_disable	0
TOP.62a3a374.000d00ad	user_options->slow_candidates	0
TOP.62a3a374.000d00ad	user_options->show	0
TOP.62a3a374.000d00ad	user_options->speed_only	0
TOP.62a3a374.000d00ad	user_options->spin_damp	0
TOP.62a3a374.000d00ad	user_options->status	0
TOP.62a3a374.000d00ad	user_options->status_json	0
TOP.62a3a374.000d00ad	user_options->status_timer	10
TOP.62a3a374.000d00ad	user_options->stdout_flag	0
TOP.62a3a374.000d00ad	user_options->usage	0
TOP.62a3a374.000d00ad	user_options->username	0
TOP.62a3a374.000d00ad	user_options->veracrypt_pim_start	485
TOP.62a3a374.000d00ad	user_options->veracrypt_pim_stop	485
TOP.62a3a374.000d00ad	user_options->version	0
TOP.62a3a374.000d00ad	user_options->workload_profile	2
TOP.62a3a374.000d00ad	user_options->brain_client	0
TOP.62a3a374.000d00ad	user_options->brain_client_features	2
TOP.62a3a374.000d00ad	user_options->brain_server	0
TOP.62a3a374.000d00ad	user_options->brain_server_timer	300
TOP.62a3a374.000d00ad	user_options->brain_port	6863
TOP.62a3a374.000d00ad	user_options->brain_session	0
TOP.62a3a374.000d00ad	hashes->hashfile	gpon.hc22000
TOP.62a3a374.000d00ad	hashes->hashlist_mode	5
TOP.62a3a374.000d00ad	hashes->hashlist_format	0
TOP.62a3a374.000d00ad	hashes->hashes_cnt	0
TOP.62a3a374.000d00ad	hashes->digests_cnt	1
TOP.62a3a374.000d00ad	hashes->digests_done	0
TOP.62a3a374.000d00ad	hashes->salts_cnt	1
TOP.62a3a374.000d00ad	hashes->salts_done	0
TOP.62a3abdb.000dc289	START
TOP.62a3abdb.000dc289	folder_config->cwd	C:\Users\I3_7350k\Downloads\hashcat-6.2.5
TOP.62a3abdb.000dc289	folder_config->install_dir	.
TOP.62a3abdb.000dc289	folder_config->profile_dir	.
TOP.62a3abdb.000dc289	folder_config->session_dir	.
TOP.62a3abdb.000dc289	folder_config->shared_dir	.
TOP.62a3abdb.000dc289	user_options->encoding_from	utf-8
TOP.62a3abdb.000dc289	user_options->encoding_to	utf-8
TOP.62a3abdb.000dc289	user_options->rule_buf_l	:
TOP.62a3abdb.000dc289	user_options->rule_buf_r	:
TOP.62a3abdb.000dc289	user_options->session	hashcat
TOP.62a3abdb.000dc289	user_options->separator	:
TOP.62a3abdb.000dc289	user_options->limit	0
TOP.62a3abdb.000dc289	user_options->skip	0
TOP.62a3abdb.000dc289	user_options->attack_mode	3
TOP.62a3abdb.000dc289	user_options->benchmark	0
TOP.62a3abdb.000dc289	user_options->benchmark_all	0
TOP.62a3abdb.000dc289	user_options->bitmap_max	18
TOP.62a3abdb.000dc289	user_options->bitmap_min	16
TOP.62a3abdb.000dc289	user_options->debug_mode	0
TOP.62a3abdb.000dc289	user_options->hash_info	0
TOP.62a3abdb.000dc289	user_options->force	0
TOP.62a3abdb.000dc289	user_options->hwmon_disable	0
TOP.62a3abdb.000dc289	user_options->hwmon_temp_abort	90
TOP.62a3abdb.000dc289	user_options->hash_mode	22000
TOP.62a3abdb.000dc289	user_options->hex_charset	0
TOP.62a3abdb.000dc289	user_options->hex_salt	0
TOP.62a3abdb.000dc289	user_options->hex_wordlist	0
TOP.62a3abdb.000dc289	user_options->hook_threads	2
TOP.62a3abdb.000dc289	user_options->identify	0
TOP.62a3abdb.000dc289	user_options->increment	0
TOP.62a3abdb.000dc289	user_options->increment_max	256
TOP.62a3abdb.000dc289	user_options->increment_min	1
TOP.62a3abdb.000dc289	user_options->keep_guessing	0
TOP.62a3abdb.000dc289	user_options->kernel_accel	0
TOP.62a3abdb.000dc289	user_options->kernel_loops	0
TOP.62a3abdb.000dc289	user_options->kernel_threads	0
TOP.62a3abdb.000dc289	user_options->keyspace	0
TOP.62a3abdb.000dc289	user_options->left	0
TOP.62a3abdb.000dc289	user_options->logfile_disable	0
TOP.62a3abdb.000dc289	user_options->loopback	0
TOP.62a3abdb.000dc289	user_options->machine_readable	0
TOP.62a3abdb.000dc289	user_options->markov_classic	0
TOP.62a3abdb.000dc289	user_options->markov_disable	0
TOP.62a3abdb.000dc289	user_options->markov_inverse	0
TOP.62a3abdb.000dc289	user_options->markov_threshold	256
TOP.62a3abdb.000dc289	user_options->multiply_accel_disable	0
TOP.62a3abdb.000dc289	user_options->backend_info	0
TOP.62a3abdb.000dc289	user_options->backend_vector_width	0
TOP.62a3abdb.000dc289	user_options->optimized_kernel_enable	0
TOP.62a3abdb.000dc289	user_options->outfile_autohex	1
TOP.62a3abdb.000dc289	user_options->outfile_check_timer	5
TOP.62a3abdb.000dc289	user_options->outfile_format	3
TOP.62a3abdb.000dc289	user_options->wordlist_autohex_disable	0
TOP.62a3abdb.000dc289	user_options->potfile_disable	0
TOP.62a3abdb.000dc289	user_options->progress_only	0
TOP.62a3abdb.000dc289	user_options->quiet	0
TOP.62a3abdb.000dc289	user_options->remove	0
TOP.62a3abdb.000dc289	user_options->remove_timer	60
TOP.62a3abdb.000dc289	user_options->restore	0
TOP.62a3abdb.000dc289	user_options->restore_disable	0
TOP.62a3abdb.000dc289	user_options->restore_timer	60
TOP.62a3abdb.000dc289	user_options->rp_files_cnt	0
TOP.62a3abdb.000dc289	user_options->rp_gen	0
TOP.62a3abdb.000dc289	user_options->rp_gen_func_max	4
TOP.62a3abdb.000dc289	user_options->rp_gen_func_min	1
TOP.62a3abdb.000dc289	user_options->rp_gen_seed	0
TOP.62a3abdb.000dc289	user_options->runtime	0
TOP.62a3abdb.000dc289	user_options->scrypt_tmto	0
TOP.62a3abdb.000dc289	user_options->segment_size	33554432
TOP.62a3abdb.000dc289	user_options->self_test_disable	0
TOP.62a3abdb.000dc289	user_options->slow_candidates	0
TOP.62a3abdb.000dc289	user_options->show	0
TOP.62a3abdb.000dc289	user_options->speed_only	0
TOP.62a3abdb.000dc289	user_options->spin_damp	0
TOP.62a3abdb.000dc289	user_options->status	0
TOP.62a3abdb.000dc289	user_options->status_json	0
TOP.62a3abdb.000dc289	user_options->status_timer	10
TOP.62a3abdb.000dc289	user_options->stdout_flag	0
TOP.62a3abdb.000dc289	user_options->usage	0
TOP.62a3abdb.000dc289	user_options->username	0
TOP.62a3abdb.000dc289	user_options->veracrypt_pim_start	485
TOP.62a3abdb.000dc289	user_options->veracrypt_pim_stop	485
TOP.62a3abdb.000dc289	user_options->version	0
TOP.62a3abdb.000dc289	user_options->workload_profile	2
TOP.62a3abdb.000dc289	user_options->brain_client	0
TOP.62a3abdb.000dc289	user_options->brain_client_features	2
TOP.62a3abdb.000dc289	user_options->brain_server	0
TOP.62a3abdb.000dc289	user_options->brain_server_timer	300
TOP.62a3abdb.000dc289	user_options->brain_port	6863
TOP.62a3abdb.000dc289	user_options->brain_session	0
TOP.62a3abdb.000dc289	hashes->hashfile	gpon.hc22000
TOP.62a3abdb.000dc289	hashes->hashlist_mode	5
TOP.62a3abdb.000dc289	hashes->hashlist_format	0
TOP.62a3abdb.000dc289	hashes->hashes_cnt	0
TOP.62a3abdb.000dc289	hashes->digests_cnt	1
TOP.62a3abdb.000dc289	hashes->digests_done	0
TOP.62a3abdb.000dc289	hashes->salts_cnt	1
TOP.62a3abdb.000dc289	hashes->salts_done	0
TOP.62a3abdb.000dc289	SUB.62a3ac10.000a1907	START
TOP.62a3abdb.000dc289	SUB.62a3ac10.000a1907	mask_ctx->mask	?d?d?d?d?d?d?d?d
TOP.62a3abdb.000dc289	SUB.62a3ac10.000a1907	runtime_start	1654893585
TOP.62a3abdb.000dc289	SUB.62a3ac10.000a1907	runtime_stop	1654893611
TOP.62a3abdb.000dc289	SUB.62a3ac10.000a1907	status-after-work	8
TOP.62a3abdb.000dc289	SUB.62a3ac10.000a1907	STOP
TOP.62a3abdb.000dc289	proc_start	1654893531
TOP.62a3abdb.000dc289	proc_stop	1654893612
TOP.62a3abdb.000dc289	STOP
TOP.62a3ac95.000abb4b	START
TOP.62a3ac95.000abb4b	folder_config->cwd	C:\Users\I3_7350k\Downloads\hashcat-6.2.5
TOP.62a3ac95.000abb4b	folder_config->install_dir	.
TOP.62a3ac95.000abb4b	folder_config->profile_dir	.
TOP.62a3ac95.000abb4b	folder_config->session_dir	.
TOP.62a3ac95.000abb4b	folder_config->shared_dir	.
TOP.62a3ac95.000abb4b	user_options->encoding_from	utf-8
TOP.62a3ac95.000abb4b	user_options->encoding_to	utf-8
TOP.62a3ac95.000abb4b	user_options->rule_buf_l	:
TOP.62a3ac95.000abb4b	user_options->rule_buf_r	:
TOP.62a3ac95.000abb4b	user_options->session	hashcat
TOP.62a3ac95.000abb4b	user_options->separator	:
TOP.62a3ac95.000abb4b	user_options->limit	0
TOP.62a3ac95.000abb4b	user_options->skip	0
TOP.62a3ac95.000abb4b	user_options->attack_mode	3
TOP.62a3ac95.000abb4b	user_options->benchmark	0
TOP.62a3ac95.000abb4b	user_options->benchmark_all	0
TOP.62a3ac95.000abb4b	user_options->bitmap_max	18
TOP.62a3ac95.000abb4b	user_options->bitmap_min	16
TOP.62a3ac95.000abb4b	user_options->debug_mode	0
TOP.62a3ac95.000abb4b	user_options->hash_info	0
TOP.62a3ac95.000abb4b	user_options->force	0
TOP.62a3ac95.000abb4b	user_options->hwmon_disable	0
TOP.62a3ac95.000abb4b	user_options->hwmon_temp_abort	90
TOP.62a3ac95.000abb4b	user_options->hash_mode	22000
TOP.62a3ac95.000abb4b	user_options->hex_charset	0
TOP.62a3ac95.000abb4b	user_options->hex_salt	0
TOP.62a3ac95.000abb4b	user_options->hex_wordlist	0
TOP.62a3ac95.000abb4b	user_options->hook_threads	2
TOP.62a3ac95.000abb4b	user_options->identify	0
TOP.62a3ac95.000abb4b	user_options->increment	0
TOP.62a3ac95.000abb4b	user_options->increment_max	256
TOP.62a3ac95.000abb4b	user_options->increment_min	1
TOP.62a3ac95.000abb4b	user_options->keep_guessing	0
TOP.62a3ac95.000abb4b	user_options->kernel_accel	0
TOP.62a3ac95.000abb4b	user_options->kernel_loops	0
TOP.62a3ac95.000abb4b	user_options->kernel_threads	0
TOP.62a3ac95.000abb4b	user_options->keyspace	0
TOP.62a3ac95.000abb4b	user_options->left	0
TOP.62a3ac95.000abb4b	user_options->logfile_disable	0
TOP.62a3ac95.000abb4b	user_options->loopback	0
TOP.62a3ac95.000abb4b	user_options->machine_readable	0
TOP.62a3ac95.000abb4b	user_options->markov_classic	0
TOP.62a3ac95.000abb4b	user_options->markov_disable	0
TOP.62a3ac95.000abb4b	user_options->markov_inverse	0
TOP.62a3ac95.000abb4b	user_options->markov_threshold	256
TOP.62a3ac95.000abb4b	user_options->multiply_accel_disable	0
TOP.62a3ac95.000abb4b	user_options->backend_info	0
TOP.62a3ac95.000abb4b	user_options->backend_vector_width	0
TOP.62a3ac95.000abb4b	user_options->optimized_kernel_enable	0
TOP.62a3ac95.000abb4b	user_options->outfile_autohex	1
TOP.62a3ac95.000abb4b	user_options->outfile_check_timer	5
TOP.62a3ac95.000abb4b	user_options->outfile_format	3
TOP.62a3ac95.000abb4b	user_options->wordlist_autohex_disable	0
TOP.62a3ac95.000abb4b	user_options->potfile_disable	0
TOP.62a3ac95.000abb4b	user_options->progress_only	0
TOP.62a3ac95.000abb4b	user_options->quiet	0
TOP.62a3ac95.000abb4b	user_options->remove	0
TOP.62a3ac95.000abb4b	user_options->remove_timer	60
TOP.62a3ac95.000abb4b	user_options->restore	0
TOP.62a3ac95.000abb4b	user_options->restore_disable	0
TOP.62a3ac95.000abb4b	user_options->restore_timer	60
TOP.62a3ac95.000abb4b	user_options->rp_files_cnt	0
TOP.62a3ac95.000abb4b	user_options->rp_gen	0
TOP.62a3ac95.000abb4b	user_options->rp_gen_func_max	4
TOP.62a3ac95.000abb4b	user_options->rp_gen_func_min	1
TOP.62a3ac95.000abb4b	user_options->rp_gen_seed	0
TOP.62a3ac95.000abb4b	user_options->runtime	0
TOP.62a3ac95.000abb4b	user_options->scrypt_tmto	0
TOP.62a3ac95.000abb4b	user_options->segment_size	33554432
TOP.62a3ac95.000abb4b	user_options->self_test_disable	0
TOP.62a3ac95.000abb4b	user_options->slow_candidates	0
TOP.62a3ac95.000abb4b	user_options->show	0
TOP.62a3ac95.000abb4b	user_options->speed_only	0
TOP.62a3ac95.000abb4b	user_options->spin_damp	0
TOP.62a3ac95.000abb4b	user_options->status	0
TOP.62a3ac95.000abb4b	user_options->status_json	0
TOP.62a3ac95.000abb4b	user_options->status_timer	10
TOP.62a3ac95.000abb4b	user_options->stdout_flag	0
TOP.62a3ac95.000abb4b	user_options->usage	0
TOP.62a3ac95.000abb4b	user_options->username	0
TOP.62a3ac95.000abb4b	user_options->veracrypt_pim_start	485
TOP.62a3ac95.000abb4b	user_options->veracrypt_pim_stop	485
TOP.62a3ac95.000abb4b	user_options->version	0
TOP.62a3ac95.000abb4b	user_options->workload_profile	3
TOP.62a3ac95.000abb4b	user_options->brain_client	0
TOP.62a3ac95.000abb4b	user_options->brain_client_features	2
TOP.62a3ac95.000abb4b	user_options->brain_server	0
TOP.62a3ac95.000abb4b	user_options->brain_server_timer	300
TOP.62a3ac95.000abb4b	user_options->brain_port	6863
TOP.62a3ac95.000abb4b	user_options->brain_session	0
TOP.62a3ac95.000abb4b	hashes->hashfile	gpon.hc22000
TOP.62a3ac95.000abb4b	hashes->hashlist_mode	5
TOP.62a3ac95.000abb4b	hashes->hashlist_format	0
TOP.62a3ac95.000abb4b	hashes->hashes_cnt	0
TOP.62a3ac95.000abb4b	hashes->digests_cnt	1
TOP.62a3ac95.000abb4b	hashes->digests_done	0
TOP.62a3ac95.000abb4b	hashes->salts_cnt	1
TOP.62a3ac95.000abb4b	hashes->salts_done	0
TOP.62a3ac95.000abb4b	SUB.62a3ac96.0005c7ea	START
TOP.62a3ac95.000abb4b	proc_start	1654893717
TOP.62a3ac95.000abb4b	proc_stop	1654893720
TOP.62a3ac95.000abb4b	STOP
TOP.62a3aca8.00043634	START
TOP.62a3aca8.00043634	folder_config->cwd	C:\Users\I3_7350k\Downloads\hashcat-6.2.5
TOP.62a3aca8.00043634	folder_config->install_dir	.
TOP.62a3aca8.00043634	folder_config->profile_dir	.
TOP.62a3aca8.00043634	folder_config->session_dir	.
TOP.62a3aca8.00043634	folder_config->shared_dir	.
TOP.62a3aca8.00043634	user_options->encoding_from	utf-8
TOP.62a3aca8.00043634	user_options->encoding_to	utf-8
TOP.62a3aca8.00043634	user_options->rule_buf_l	:
TOP.62a3aca8.00043634	user_options->rule_buf_r	:
TOP.62a3aca8.00043634	user_options->session	hashcat
TOP.62a3aca8.00043634	user_options->separator	:
TOP.62a3aca8.00043634	user_options->limit	0
TOP.62a3aca8.00043634	user_options->skip	0
TOP.62a3aca8.00043634	user_options->attack_mode	3
TOP.62a3aca8.00043634	user_options->benchmark	0
TOP.62a3aca8.00043634	user_options->benchmark_all	0
TOP.62a3aca8.00043634	user_options->bitmap_max	18
TOP.62a3aca8.00043634	user_options->bitmap_min	16
TOP.62a3aca8.00043634	user_options->debug_mode	0
TOP.62a3aca8.00043634	user_options->hash_info	0
TOP.62a3aca8.00043634	user_options->force	0
TOP.62a3aca8.00043634	user_options->hwmon_disable	0
TOP.62a3aca8.00043634	user_options->hwmon_temp_abort	90
TOP.62a3aca8.00043634	user_options->hash_mode	22000
TOP.62a3aca8.00043634	user_options->hex_charset	0
TOP.62a3aca8.00043634	user_options->hex_salt	0
TOP.62a3aca8.00043634	user_options->hex_wordlist	0
TOP.62a3aca8.00043634	user_options->hook_threads	2
TOP.62a3aca8.00043634	user_options->identify	0
TOP.62a3aca8.00043634	user_options->increment	0
TOP.62a3aca8.00043634	user_options->increment_max	256
TOP.62a3aca8.00043634	user_options->increment_min	1
TOP.62a3aca8.00043634	user_options->keep_guessing	0
TOP.62a3aca8.00043634	user_options->kernel_accel	0
TOP.62a3aca8.00043634	user_options->kernel_loops	0
TOP.62a3aca8.00043634	user_options->kernel_threads	0
TOP.62a3aca8.00043634	user_options->keyspace	0
TOP.62a3aca8.00043634	user_options->left	0
TOP.62a3aca8.00043634	user_options->logfile_disable	0
TOP.62a3aca8.00043634	user_options->loopback	0
TOP.62a3aca8.00043634	user_options->machine_readable	0
TOP.62a3aca8.00043634	user_options->markov_classic	0
TOP.62a3aca8.00043634	user_options->markov_disable	0
TOP.62a3aca8.00043634	user_options->markov_inverse	0
TOP.62a3aca8.00043634	user_options->markov_threshold	256
TOP.62a3aca8.00043634	user_options->multiply_accel_disable	0
TOP.62a3aca8.00043634	user_options->backend_info	0
TOP.62a3aca8.00043634	user_options->backend_vector_width	0
TOP.62a3aca8.00043634	user_options->optimized_kernel_enable	0
TOP.62a3aca8.00043634	user_options->outfile_autohex	1
TOP.62a3aca8.00043634	user_options->outfile_check_timer	5
TOP.62a3aca8.00043634	user_options->outfile_format	3
TOP.62a3aca8.00043634	user_options->wordlist_autohex_disable	0
TOP.62a3aca8.00043634	user_options->potfile_disable	0
TOP.62a3aca8.00043634	user_options->progress_only	0
TOP.62a3aca8.00043634	user_options->quiet	0
TOP.62a3aca8.00043634	user_options->remove	0
TOP.62a3aca8.00043634	user_options->remove_timer	60
TOP.62a3aca8.00043634	user_options->restore	0
TOP.62a3aca8.00043634	user_options->restore_disable	0
TOP.62a3aca8.00043634	user_options->restore_timer	60
TOP.62a3aca8.00043634	user_options->rp_files_cnt	0
TOP.62a3aca8.00043634	user_options->rp_gen	0
TOP.62a3aca8.00043634	user_options->rp_gen_func_max	4
TOP.62a3aca8.00043634	user_options->rp_gen_func_min	1
TOP.62a3aca8.00043634	user_options->rp_gen_seed	0
TOP.62a3aca8.00043634	user_options->runtime	0
TOP.62a3aca8.00043634	user_options->scrypt_tmto	0
TOP.62a3aca8.00043634	user_options->segment_size	33554432
TOP.62a3aca8.00043634	user_options->self_test_disable	0
TOP.62a3aca8.00043634	user_options->slow_candidates	0
TOP.62a3aca8.00043634	user_options->show	0
TOP.62a3aca8.00043634	user_options->speed_only	0
TOP.62a3aca8.00043634	user_options->spin_damp	0
TOP.62a3aca8.00043634	user_options->status	0
TOP.62a3aca8.00043634	user_options->status_json	0
TOP.62a3aca8.00043634	user_options->status_timer	10
TOP.62a3aca8.00043634	user_options->stdout_flag	0
TOP.62a3aca8.00043634	user_options->usage	0
TOP.62a3aca8.00043634	user_options->username	0
TOP.62a3aca8.00043634	user_options->veracrypt_pim_start	485
TOP.62a3aca8.00043634	user_options->veracrypt_pim_stop	485
TOP.62a3aca8.00043634	user_options->version	0
TOP.62a3aca8.00043634	user_options->workload_profile	3
TOP.62a3aca8.00043634	user_options->brain_client	0
TOP.62a3aca8.00043634	user_options->brain_client_features	2
TOP.62a3aca8.00043634	user_options->brain_server	0
TOP.62a3aca8.00043634	user_options->brain_server_timer	300
TOP.62a3aca8.00043634	user_options->brain_port	6863
TOP.62a3aca8.00043634	user_options->brain_session	0
TOP.62a3aca8.00043634	hashes->hashfile	gpon.hc22000
TOP.62a3aca8.00043634	hashes->hashlist_mode	5
TOP.62a3aca8.00043634	hashes->hashlist_format	0
TOP.62a3aca8.00043634	hashes->hashes_cnt	0
TOP.62a3aca8.00043634	hashes->digests_cnt	1
